Content ID,User ID,Reaction Type,Datetime,Category,Content Type,Sentiment,Score
c84f903e-32ae-4ce1-b66b-d876439fccf5,13c06e7e-833d-47eb-a790-5e09ccfd8d2c,heart,2020-09-08 10:05:01,healthy eating,audio,positive,60
9522ddea-8e07-4a2a-a001-25e4a534b8f6,13c06e7e-833d-47eb-a790-5e09ccfd8d2c,intrigued,2020-09-23 10:39:32,technology,GIF,positive,45
a82b8250-08aa-47a5-97c4-19f30f236179,13c06e7e-833d-47eb-a790-5e09ccfd8d2c,cherish,2021-06-01 08:40:03,culture,audio,positive,70
dd5bd710-bb81-464e-a798-0291b385e883,13c06e7e-833d-47eb-a790-5e09ccfd8d2c,heart,2020-09-09 18:57:21,healthy eating,photo,positive,60
f8119ef8-1f00-49e4-b468-86dd64042053,13c06e7e-833d-47eb-a790-5e09ccfd8d2c,adore,2020-10-31 01:32:38,culture,photo,positive,72
26a2a058-3806-42ef-b1e4-24c6b64f9bdb,13c06e7e-833d-47eb-a790-5e09ccfd8d2c,want,2021-02-22 10:47:50,healthy eating,audio,positive,70
87bf6cd4-f955-418b-aa84-9bfffcb4abeb,13c06e7e-833d-47eb-a790-5e09ccfd8d2c,dislike,2021-04-27 07:18:39,healthy eating,GIF,negative,10
a6cace19-96eb-40b3-b6fb-2a1a4e444dde,13c06e7e-833d-47eb-a790-5e09ccfd8d2c,interested,2021-01-23 15:25:28,cooking,photo,positive,30
27e2cea3-b408-4e66-801b-29fdf7c03b05,13c06e7e-833d-47eb-a790-5e09ccfd8d2c,interested,2021-02-20 09:59:32,travel,photo,positive,30
8ec8db61-8bea-440b-88ee-f1f593eb4a7f,13c06e7e-833d-47eb-a790-5e09ccfd8d2c,love,2021-04-13 02:45:37,education,photo,positive,65
e1eca98c-c5fd-4fe4-825f-2d36e8bd56f1,13c06e7e-833d-47eb-a790-5e09ccfd8d2c,hate,2020-07-02 19:47:41,veganism,audio,negative,5
990f1598-4dbb-403c-a5b2-48de2c30b1ca,13c06e7e-833d-47eb-a790-5e09ccfd8d2c,dislike,2021-04-05 13:23:38,food,audio,negative,10
4f215b36-f5c4-4294-81f2-80e4906b197d,13c06e7e-833d-47eb-a790-5e09ccfd8d2c,like,2021-05-14 04:36:05,soccer,video,positive,50
58059956-4cde-4671-9baf-904851731540,13c06e7e-833d-47eb-a790-5e09ccfd8d2c,interested,2020-11-15 18:03:16,education,audio,positive,30
d61c4f76-99c6-4cd7-aaad-b3561880aa26,13c06e7e-833d-47eb-a790-5e09ccfd8d2c,scared,2021-03-06 17:45:28,technology,photo,negative,15
80bf3ac3-e94e-44cf-81ef-345a8326802c,13c06e7e-833d-47eb-a790-5e09ccfd8d2c,like,2021-04-14 05:10:38,veganism,photo,positive,50
97522e57-d9ab-4bd6-97bf-c24d952602d2,92b87fa5-f271-43e0-af66-84fac21052e6,dislike,2021-06-17 12:22:51,studying,photo,negative,10
0be59876-d70c-486c-8e0b-a06bef7a2cd6,92b87fa5-f271-43e0-af66-84fac21052e6,peeking,2021-01-15 11:33:42,tennis,GIF,neutral,35
a2e93b29-9259-4092-a4d7-62d5e823bb74,92b87fa5-f271-43e0-af66-84fac21052e6,disgust,2021-06-15 17:31:50,public speaking,video,negative,0
74718bbf-e5a3-442f-8ca2-4a3428757fc1,92b87fa5-f271-43e0-af66-84fac21052e6,super love,2020-11-08 03:05:59,dogs,video,positive,75
02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,92b87fa5-f271-43e0-af66-84fac21052e6,worried,2021-01-23 11:26:42,cooking,video,negative,12
34f73132-fff6-4f01-a5ec-4b4b66461fc7,92b87fa5-f271-43e0-af66-84fac21052e6,cherish,2020-07-01 18:24:27,fitness,photo,positive,70
391a9aa4-c04a-431e-8366-712d92267c2b,92b87fa5-f271-43e0-af66-84fac21052e6,want,2021-05-25 03:03:19,public speaking,video,positive,70
b56a9e24-d0f2-4599-b893-c2889a15e1d6,92b87fa5-f271-43e0-af66-84fac21052e6,intrigued,2020-10-29 02:29:48,veganism,video,positive,45
2eb7feec-26a4-4949-8470-3e66c16536e9,92b87fa5-f271-43e0-af66-84fac21052e6,scared,2020-11-11 08:26:15,tennis,video,negative,15
43da458b-66fe-4723-996c-57dcfad67edf,92b87fa5-f271-43e0-af66-84fac21052e6,want,2020-09-15 19:11:41,food,GIF,positive,70
496645a7-64f7-4c56-94f5-a71671cb262e,92b87fa5-f271-43e0-af66-84fac21052e6,cherish,2020-08-19 07:46:52,dogs,GIF,positive,70
13a4d35c-761c-47a3-b25b-5cc5825d04f2,92b87fa5-f271-43e0-af66-84fac21052e6,intrigued,2021-03-26 20:45:45,travel,photo,positive,45
94be0dfb-a23a-4426-9c3c-e4db1fd914b5,92b87fa5-f271-43e0-af66-84fac21052e6,heart,2020-09-03 20:33:27,public speaking,video,positive,60
760e026f-8373-4aa4-acb5-03eb102fc733,92b87fa5-f271-43e0-af66-84fac21052e6,adore,2020-11-10 20:48:21,food,audio,positive,72
3ce1063a-2277-4285-97b0-9bd53a941cd7,92b87fa5-f271-43e0-af66-84fac21052e6,love,2021-06-11 09:03:43,travel,GIF,positive,65
2d10f5b0-c590-429f-8b68-52c239617d26,92b87fa5-f271-43e0-af66-84fac21052e6,heart,2021-05-21 08:19:35,technology,GIF,positive,60
a8d3e5b8-7838-477c-82ce-4c90029e56ce,92b87fa5-f271-43e0-af66-84fac21052e6,like,2021-01-05 20:29:40,public speaking,photo,positive,50
9a2c328f-16aa-490c-8ca2-c7deaa90db3f,92b87fa5-f271-43e0-af66-84fac21052e6,heart,2021-01-07 07:07:37,culture,photo,positive,60
f361cc99-64f0-4a7c-ad49-945ff01abaa6,92b87fa5-f271-43e0-af66-84fac21052e6,heart,2021-03-20 20:06:48,dogs,photo,positive,60
83d08b29-6cdc-436c-89a6-20c3d60f7e73,92b87fa5-f271-43e0-af66-84fac21052e6,interested,2020-12-04 04:22:19,soccer,GIF,positive,30
7286f9d2-7c83-4c7b-bc01-6f56eb0235de,92b87fa5-f271-43e0-af66-84fac21052e6,like,2020-06-20 03:55:57,travel,video,positive,50
01aff5ec-2aa8-412e-99ec-526f0f9a6d5e,92b87fa5-f271-43e0-af66-84fac21052e6,like,2021-04-14 03:58:34,fitness,video,positive,50
55d5d3f9-566c-4fcc-b24e-02ca826cce58,92b87fa5-f271-43e0-af66-84fac21052e6,adore,2021-05-02 02:32:23,science,photo,positive,72
f3e8d168-6fb9-48b9-8347-b35595162c1d,92b87fa5-f271-43e0-af66-84fac21052e6,intrigued,2020-11-27 22:47:27,soccer,video,positive,45
46c69019-89b5-4a13-9b8a-2942ca22837f,92b87fa5-f271-43e0-af66-84fac21052e6,love,2021-02-27 18:59:03,science,video,positive,65
7df4b13f-c41a-4c81-88fb-213a6a96acc5,92b87fa5-f271-43e0-af66-84fac21052e6,want,2021-03-12 15:43:13,culture,audio,positive,70
e17bade2-3175-49eb-92f4-7f2eac74147a,92b87fa5-f271-43e0-af66-84fac21052e6,dislike,2021-02-16 06:25:18,soccer,GIF,negative,10
d39b0a7e-ce14-4ad4-aa9f-5aefc827f9e6,92b87fa5-f271-43e0-af66-84fac21052e6,interested,2021-02-18 13:54:56,veganism,photo,positive,30
6912f8e6-86b7-44f6-8aa8-c21c2ed0b53c,92b87fa5-f271-43e0-af66-84fac21052e6,dislike,2020-12-30 10:15:46,food,GIF,negative,10
5ac2552c-15a5-41ed-8d67-9c57bce74ebc,92b87fa5-f271-43e0-af66-84fac21052e6,intrigued,2021-06-17 21:29:20,travel,video,positive,45
4dca44b9-e65c-4d9d-93eb-6a24ec8950e9,92b87fa5-f271-43e0-af66-84fac21052e6,peeking,2021-04-01 20:45:03,animals,photo,neutral,35
3ca5a22f-aebc-4421-a960-d787d732f1ec,92b87fa5-f271-43e0-af66-84fac21052e6,hate,2020-12-26 04:10:56,healthy eating,audio,negative,5
b529487b-160b-48cd-aacc-2741b18462c6,92b87fa5-f271-43e0-af66-84fac21052e6,intrigued,2021-02-02 15:44:05,studying,GIF,positive,45
9fdcedb3-8e19-4755-93b2-133673d4620b,92b87fa5-f271-43e0-af66-84fac21052e6,hate,2020-11-14 12:29:27,travel,audio,negative,5
846b8dcf-d2d2-45e7-816d-7dd62d4fbbe4,92b87fa5-f271-43e0-af66-84fac21052e6,like,2020-11-16 01:34:13,culture,audio,positive,50
ee631766-3818-4de6-897f-2355542b58e7,92b87fa5-f271-43e0-af66-84fac21052e6,peeking,2020-11-19 22:13:50,public speaking,GIF,neutral,35
92c1fcb5-5b56-4780-85cb-0c4858b39b3e,92b87fa5-f271-43e0-af66-84fac21052e6,peeking,2020-12-15 05:33:53,travel,video,neutral,35
ba9ce407-672c-4ceb-9c1f-59590fd187d0,92b87fa5-f271-43e0-af66-84fac21052e6,indifferent,2021-05-07 08:59:01,fitness,audio,neutral,20
3926740f-e4f7-4229-9aad-e435149d0d2f,92b87fa5-f271-43e0-af66-84fac21052e6,indifferent,2020-11-05 08:58:46,science,photo,neutral,20
d5ec7de3-8c02-4f17-a9f0-dc8a9e64fa1a,92b87fa5-f271-43e0-af66-84fac21052e6,indifferent,2020-09-23 13:00:39,soccer,video,neutral,20
97522e57-d9ab-4bd6-97bf-c24d952602d2,69532ce2-1ffe-4187-8042-0230d115b24e,dislike,2020-11-09 02:49:59,studying,photo,negative,10
2920dccb-e06f-49fc-8049-b6d4164dfe84,69532ce2-1ffe-4187-8042-0230d115b24e,like,2021-04-29 04:36:12,veganism,GIF,positive,50
e2c433d2-096e-484e-8c69-28f0bb69f3b7,69532ce2-1ffe-4187-8042-0230d115b24e,hate,2021-05-31 23:19:46,science,audio,negative,5
e2c433d2-096e-484e-8c69-28f0bb69f3b7,69532ce2-1ffe-4187-8042-0230d115b24e,adore,2020-11-18 00:41:04,science,audio,positive,72
de9796a6-d19d-4c41-a965-7aa4dcc69fee,69532ce2-1ffe-4187-8042-0230d115b24e,scared,2020-06-20 09:06:23,technology,audio,negative,15
36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,69532ce2-1ffe-4187-8042-0230d115b24e,worried,2021-02-12 00:36:14,food,photo,negative,12
c7066a17-2e12-49d2-bb9e-c8967051f490,69532ce2-1ffe-4187-8042-0230d115b24e,scared,2020-09-26 02:02:13,public speaking,GIF,negative,15
2c511a63-5eb5-422f-8483-c9fcf9a29b55,69532ce2-1ffe-4187-8042-0230d115b24e,want,2020-12-05 03:55:09,technology,GIF,positive,70
08cc29f3-a22d-4652-8f27-ff9e0a826289,69532ce2-1ffe-4187-8042-0230d115b24e,hate,2021-01-14 12:44:57,technology,photo,negative,5
bac28166-5b8d-4f5d-88da-8c8f9a1c3f5b,69532ce2-1ffe-4187-8042-0230d115b24e,adore,2021-02-14 03:26:56,food,video,positive,72
839d117b-c764-4930-99f2-a6e4d1b47790,69532ce2-1ffe-4187-8042-0230d115b24e,like,2021-05-13 02:38:21,cooking,GIF,positive,50
1987b43d-bcb9-4ab0-8634-ef3623928e94,69532ce2-1ffe-4187-8042-0230d115b24e,love,2020-10-21 13:20:31,education,photo,positive,65
0e2169f4-b881-42d0-b99c-034b32f83504,69532ce2-1ffe-4187-8042-0230d115b24e,like,2021-05-10 01:07:10,food,GIF,positive,50
c7b02507-18a2-4169-91f1-4fc727c8bc03,69532ce2-1ffe-4187-8042-0230d115b24e,like,2020-09-19 12:00:41,dogs,GIF,positive,50
8338222c-c31f-40f3-883c-44125f36bae8,69532ce2-1ffe-4187-8042-0230d115b24e,scared,2021-03-19 07:09:53,education,video,negative,15
ac120787-f331-497f-8733-7cd63dfd36b6,69532ce2-1ffe-4187-8042-0230d115b24e,adore,2020-12-28 05:20:29,culture,GIF,positive,72
da8f7258-6757-4a7e-892e-a16b925ef83b,69532ce2-1ffe-4187-8042-0230d115b24e,scared,2021-03-14 22:26:04,cooking,photo,negative,15
2d10f5b0-c590-429f-8b68-52c239617d26,69532ce2-1ffe-4187-8042-0230d115b24e,hate,2021-06-05 10:57:56,technology,GIF,negative,5
41bc0418-db4b-48b4-ada6-18eda999cd25,69532ce2-1ffe-4187-8042-0230d115b24e,want,2021-04-07 12:58:18,travel,video,positive,70
4df372b3-ed9d-41ef-b33d-b576ec383dfc,69532ce2-1ffe-4187-8042-0230d115b24e,heart,2021-06-02 12:24:36,dogs,audio,positive,60
9531f7f8-d0cc-4e42-9cbb-94d93692653f,69532ce2-1ffe-4187-8042-0230d115b24e,indifferent,2021-06-15 03:48:06,soccer,photo,neutral,20
afe1fed5-5639-45c7-89f8-ce9d1078c910,69532ce2-1ffe-4187-8042-0230d115b24e,love,2020-09-26 14:47:06,cooking,audio,positive,65
4c598198-bd8b-4b86-8440-b8ecba62abe7,69532ce2-1ffe-4187-8042-0230d115b24e,worried,2020-12-11 14:13:06,technology,photo,negative,12
ed28489e-90b0-4daa-a1fa-22170cdc89d5,69532ce2-1ffe-4187-8042-0230d115b24e,super love,2020-06-30 18:29:27,veganism,audio,positive,75
69ce055c-e0bd-46c5-b856-bf2254d1c490,69532ce2-1ffe-4187-8042-0230d115b24e,scared,2020-06-24 20:39:32,healthy eating,GIF,negative,15
a8e72f75-bebc-42b4-a3c7-deb8a2412878,69532ce2-1ffe-4187-8042-0230d115b24e,like,2021-06-04 05:14:36,technology,audio,positive,50
6ee96d2e-a110-4e43-ab89-b5577b7b3dab,69532ce2-1ffe-4187-8042-0230d115b24e,adore,2020-08-23 19:34:49,culture,GIF,positive,72
fa337cb5-179a-4f92-a085-e6b3c60e2854,69532ce2-1ffe-4187-8042-0230d115b24e,worried,2021-04-06 19:25:02,food,audio,negative,12
1735c0ee-4834-4428-8e6c-014e8fd44bc5,69532ce2-1ffe-4187-8042-0230d115b24e,scared,2021-01-17 21:04:20,technology,video,negative,15
cc253c91-6df6-4de5-ab4e-6d1127620fd6,69532ce2-1ffe-4187-8042-0230d115b24e,hate,2020-11-19 14:01:05,science,photo,negative,5
efda0319-e547-484a-84b5-c5041a57502c,69532ce2-1ffe-4187-8042-0230d115b24e,disgust,2021-06-13 04:04:17,dogs,photo,negative,0
10683ab8-914b-43ae-ad2d-b2fd6a48dc33,69532ce2-1ffe-4187-8042-0230d115b24e,dislike,2021-05-01 23:54:07,soccer,audio,negative,10
0c91753a-0bb4-4b77-a919-96c2f998ad91,69532ce2-1ffe-4187-8042-0230d115b24e,indifferent,2021-06-05 04:11:40,fitness,GIF,neutral,20
e61a1b04-17e4-4918-a637-ebfc59783ad0,69532ce2-1ffe-4187-8042-0230d115b24e,cherish,2020-08-24 23:20:22,fitness,audio,positive,70
fa60edda-2d32-42ab-905d-2f5de379c461,69532ce2-1ffe-4187-8042-0230d115b24e,disgust,2020-09-05 05:04:41,fitness,photo,negative,0
724b9f31-8bdc-4152-b93f-4d3e457201ef,69532ce2-1ffe-4187-8042-0230d115b24e,peeking,2020-08-26 09:02:32,animals,audio,neutral,35
451b228b-9d66-45a4-b6fa-46c502562b5f,69532ce2-1ffe-4187-8042-0230d115b24e,want,2021-02-24 15:09:38,healthy eating,video,positive,70
b3bcbff0-d160-4fbc-b3c6-8113ceb38056,69532ce2-1ffe-4187-8042-0230d115b24e,interested,2020-08-13 13:35:52,science,audio,positive,30
4304a382-1527-4e7d-af7b-691d976f9ad4,69532ce2-1ffe-4187-8042-0230d115b24e,scared,2021-03-03 08:50:22,tennis,video,negative,15
df6e9952-4e2a-488a-bb83-3a7241f30e6f,69532ce2-1ffe-4187-8042-0230d115b24e,intrigued,2021-01-26 21:09:39,culture,video,positive,45
503bd384-9733-4739-81f5-561b2328f6d8,69532ce2-1ffe-4187-8042-0230d115b24e,love,2020-12-21 17:31:06,food,GIF,positive,65
16f8b629-5173-420f-9c8b-577313e9e128,69532ce2-1ffe-4187-8042-0230d115b24e,worried,2020-11-25 00:27:09,healthy eating,video,negative,12
bea01dba-56f4-4d26-82a1-9b13fb382d89,69532ce2-1ffe-4187-8042-0230d115b24e,cherish,2021-05-10 05:54:39,dogs,photo,positive,70
29d7781c-9302-4269-91f3-c23afb33467a,69532ce2-1ffe-4187-8042-0230d115b24e,love,2020-10-06 03:05:10,public speaking,video,positive,65
8de4028d-9af3-4dc0-a4d6-4d9a56eae3c5,69532ce2-1ffe-4187-8042-0230d115b24e,worried,2020-08-19 05:49:12,technology,audio,negative,12
bcd3702f-c27e-48ce-889b-63f765f498ef,69532ce2-1ffe-4187-8042-0230d115b24e,dislike,2021-01-27 06:37:46,education,GIF,negative,10
c582f515-4d90-4ae6-9ab7-059fdbd7956c,69532ce2-1ffe-4187-8042-0230d115b24e,dislike,2020-08-16 06:30:14,technology,audio,negative,10
